s001.align.1.msl 4 4 0
s002.align.1.msl 6 6 0
s003.align.1.msl 8 8 0
s004.align.1.msl 6 6 0
s005.align.1.msl 6 6 0
s006.align.1.msl 12 12 0
s007.align.1.msl 6 10 4
s008.align.1.msl 10 8 -2
s009.align.1.msl 6 6 0
s010.align.1.msl 8 8 0
s011.align.1.msl 8 6 -2
s012.align.1.msl 8 8 0
s013.align.1.msl 8 8 0
s014.align.1.msl 8 6 -2
s015.align.1.msl 8 8 0
s016.align.1.msl 8 10 2
s017.align.1.msl 6 6 0
s018.align.1.msl 12 12 0
s019.align.1.msl 4 4 0
s020.align.1.msl 6 6 0
s021.align.1.msl 8 8 0
s022.align.1.msl 8 8 0
s023.align.1.msl 8 8 0
s024.align.1.msl 6 6 0
s025.align.1.msl 6 6 0
s026.align.1.msl 8 8 0
s027.align.1.msl 2 2 0
s028.align.1.msl 10 10 0
s029.align.1.msl 10 10 0
s030.align.1.msl 8 8 0
s031.align.1.msl 6 6 0
s032.align.1.msl 8 8 0
s033.align.1.msl 8 8 0
s034.align.1.msl 10 10 0
s035.align.1.msl 8 8 0
s036.align.1.msl 8 8 0
s037.align.1.msl 4 4 0
s038.align.1.msl 10 10 0
s039.align.1.msl 6 8 2
s040.align.1.msl 4 4 0
s041.align.1.msl 6 6 0
s042.align.1.msl 6 6 0
s043.align.1.msl 4 4 0
s044.align.1.msl 12 12 0
s045.align.1.msl 8 8 0
s046.align.1.msl 6 8 2
s047.align.1.msl 4 4 0
s048.align.1.msl 4 6 2
s049.align.1.msl 6 4 -2
s050.align.1.msl 4 4 0
s051.align.1.msl 10 8 -2
s052.align.1.msl 8 10 2
s053.align.1.msl 10 10 0
s054.align.1.msl 8 8 0
s055.align.1.msl 10 8 -2
s056.align.1.msl 6 6 0
s057.align.1.msl 8 8 0
s058.align.1.msl 8 8 0
s059.align.1.msl 8 10 2
s060.align.1.msl 8 8 0
s061.align.1.msl 8 8 0
s062.align.1.msl 8 8 0
s063.align.1.msl 10 10 0
s064.align.1.msl 8 8 0
s065.align.1.msl 10 10 0
s066.align.1.msl 8 8 0
s067.align.1.msl 10 10 0
s068.align.1.msl 8 8 0
s069.align.1.msl 6 6 0
